ordre,x0,x1,x2,x3,x4,y0,y1,y2,etat,solution,chemin_solution,no,no_parent,a,b,c,n,rest,rest2,nombre,x,y,ID_RESOLUTION,a2,b2
4,9,9,5,0,1,1,0,0,1,1,1,33339,33337,1,,0,1,599,0,10599,599,1,10102,1,
0,1,,,,,7,,,0,0,1,1,,,,0,7,1,0,11507,0,0,10018,1,7
1,1,1,,,,7,3,,0,0,1,3335,1,7,1,0,0,7,7,11507,1,7,1732,1,3
2,1,1,3,,,7,3,0,0,0,1,3336,3335,7,1,3,5,107,10,11507,11,37,1704,3,0
3,1,1,3,0,,7,3,0,0,0,1,3337,3336,7,,9,1,2507,25,11507,311,37,10101,0,
4,1,1,3,0,0,7,3,0,1,1,1,3338,3337,7,,0,1,11507,11,11507,311,37,10101,0,
0,7,,,,,1,,,0,0,1,22223,,,,0,7,1,0,11507,0,0,10072,7,1
1,7,0,,,,1,0,,0,0,1,22224,22223,1,7,0,0,7,7,11507,7,1,7101,0,0
2,7,0,5,,,1,0,0,0,0,1,22225,22224,1,7,0,5,7,0,11507,7,1,7106,5,0
3,7,0,5,1,,1,0,0,0,0,1,22237,22225,1,,0,1,507,5,11507,507,1,10102,1,
4,7,0,5,1,1,1,0,0,1,1,1,22239,22237,1,,0,1,1507,1,11507,1507,1,10102,1,
1,7,3,,,,1,1,,0,0,1,23335,22223,1,7,0,0,7,7,11507,7,1,7114,3,1
2,7,3,0,,,1,1,3,0,0,1,23669,23335,1,7,3,5,107,10,11507,37,11,7131,0,3
3,7,3,0,0,,1,1,3,0,0,1,23670,23669,1,,9,1,2507,25,11507,37,311,10101,0,
4,7,3,0,0,0,1,1,3,1,1,1,23671,23670,1,,0,1,11507,11,11507,37,311,10101,0,
0,7,,,,,7,,,0,0,1,22223,,,,0,9,1,0,11509,0,0,10078,7,7
1,7,7,,,,7,1,,0,0,1,23335,22223,7,7,0,0,49,49,11509,7,7,7718,7,1
2,7,7,6,,,7,1,0,0,0,1,23336,23335,7,7,7,5,609,60,11509,77,17,7707,6,0
3,7,7,6,0,,7,1,0,0,0,1,23337,23336,7,,6,1,5509,55,11509,677,17,10101,0,
4,7,7,6,0,0,7,1,0,1,1,1,23338,23337,7,,0,1,11509,11,11509,677,17,10101,0,
1,7,1,,,,7,7,,0,0,1,30001,22223,7,7,0,0,49,49,11509,7,7,7772,1,7
2,7,1,0,,,7,7,6,0,0,1,30668,30001,7,7,7,5,609,60,11509,17,77,7761,0,6
3,7,1,0,0,,7,7,6,0,0,1,30669,30668,7,,6,1,5509,55,11509,17,677,10101,0,
4,7,1,0,0,0,7,7,6,1,1,1,30670,30669,7,,0,1,11509,11,11509,17,677,10101,0,
0,9,,,,,1,,,0,0,1,33334,,,,0,9,1,0,11509,0,0,10092,9,1
1,9,0,,,,1,0,,0,0,1,33335,33334,1,9,0,0,9,9,11509,9,1,9101,0,0
2,9,0,5,,,1,0,0,0,0,1,33336,33335,1,9,0,5,9,0,11509,9,1,9106,5,0
3,9,0,5,1,,1,0,0,0,0,1,33348,33336,1,,0,1,509,5,11509,509,1,10102,1,
4,9,0,5,1,1,1,0,0,1,1,1,33350,33348,1,,0,1,1509,1,11509,1509,1,10102,1,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,11513,0,0,10032,3,1
1,3,1,,,,1,0,,0,0,1,11113,11112,1,3,0,1,3,3,11513,3,1,3102,1,0
2,3,1,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,13,1,11513,13,1,3106,5,0
3,3,1,5,1,,1,0,0,0,0,1,11126,11114,1,,0,1,513,5,11513,513,1,10102,1,
4,3,1,5,1,1,1,0,0,1,1,1,11128,11126,1,,0,1,1513,1,11513,1513,1,10102,1,
0,7,,,,,9,,,0,0,1,22223,,,,0,3,1,0,11513,0,0,10080,7,9
1,7,9,,,,9,2,,0,0,1,24446,22223,9,7,0,1,63,63,11513,7,9,7930,9,2
2,7,9,3,,,9,2,0,0,0,1,24447,24446,9,7,18,5,1013,101,11513,97,29,7904,3,0
3,7,9,3,0,,9,2,0,0,0,1,24448,24447,9,,6,1,5513,55,11513,397,29,10101,0,
4,7,9,3,0,0,9,2,0,1,1,1,24449,24448,9,,0,1,11513,11,11513,397,29,10101,0,
0,9,,,,,7,,,0,0,1,33334,,,,0,3,1,0,11513,0,0,10098,9,7
1,9,2,,,,7,9,,0,0,1,43334,33334,7,9,0,1,63,63,11513,9,7,9793,2,9
2,9,2,0,,,7,9,3,0,0,1,43668,43334,7,9,18,5,1013,101,11513,29,97,9731,0,3
3,9,2,0,0,,7,9,3,0,0,1,43669,43668,7,,6,1,5513,55,11513,29,397,10101,0,
4,9,2,0,0,0,7,9,3,1,1,1,43670,43669,7,,0,1,11513,11,11513,29,397,10101,0,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,11521,0,0,10012,1,1
1,1,2,,,,1,0,,0,0,1,2,1,1,1,0,2,1,1,11521,1,1,1103,2,0
2,1,2,5,,,1,0,0,0,0,1,3,2,1,1,0,5,21,2,11521,21,1,1106,5,0
3,1,2,5,1,,1,0,0,0,0,1,15,3,1,,0,1,521,5,11521,521,1,10102,1,
4,1,2,5,1,1,1,0,0,1,1,1,17,15,1,,0,1,1521,1,11521,1521,1,10102,1,
1,1,8,,,,1,4,,0,0,1,4446,1,1,1,0,2,1,1,11521,1,1,1149,8,4
2,1,8,2,,,1,4,0,0,0,1,4447,4446,1,1,32,5,121,12,11521,81,41,1103,2,0
3,1,8,2,0,,1,4,0,0,0,1,4448,4447,1,,8,1,3521,35,11521,281,41,10101,0,
4,1,8,2,0,0,1,4,0,1,1,1,4449,4448,1,,0,1,11521,11,11521,281,41,10101,0,
1,1,4,,,,1,8,,0,0,1,8890,1,1,1,0,2,1,1,11521,1,1,1185,4,8
2,1,4,0,,,1,8,2,0,0,1,9113,8890,1,1,32,5,121,12,11521,41,81,1121,0,2
3,1,4,0,0,,1,8,2,0,0,1,9114,9113,1,,8,1,3521,35,11521,41,281,10101,0,
4,1,4,0,0,0,1,8,2,1,1,1,9115,9114,1,,0,1,11521,11,11521,41,281,10101,0,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,11531,0,0,10012,1,1
1,1,3,,,,1,0,,0,0,1,2,1,1,1,0,3,1,1,11531,1,1,1104,3,0
2,1,3,5,,,1,0,0,0,0,1,3,2,1,1,0,5,31,3,11531,31,1,1106,5,0
3,1,3,5,1,,1,0,0,0,0,1,15,3,1,,0,1,531,5,11531,531,1,10102,1,
4,1,3,5,1,1,1,0,0,1,1,1,17,15,1,,0,1,1531,1,11531,1531,1,10102,1,
0,3,,,,,7,,,0,0,1,11112,,,,0,1,1,0,11531,0,0,10038,3,7
1,3,1,,,,7,8,,0,0,1,20001,11112,7,3,0,3,21,21,11531,3,7,3782,1,8
2,3,1,0,,,7,8,8,0,0,1,20890,20001,7,3,8,5,331,33,11531,13,87,3781,0,8
3,3,1,0,0,,7,8,8,0,0,1,20891,20890,7,,8,1,3531,35,11531,13,887,10101,0,
4,3,1,0,0,0,7,8,8,1,1,1,20892,20891,7,,0,1,11531,11,11531,13,887,10101,0,
0,7,,,,,3,,,0,0,1,22223,,,,0,1,1,0,11531,0,0,10074,7,3
1,7,8,,,,3,1,,0,0,1,23335,22223,3,7,0,3,21,21,11531,7,3,7319,8,1
2,7,8,8,,,3,1,0,0,0,1,23336,23335,3,7,8,5,331,33,11531,87,13,7309,8,0
3,7,8,8,0,,3,1,0,0,0,1,23337,23336,3,,8,1,3531,35,11531,887,13,10101,0,
4,7,8,8,0,0,3,1,0,1,1,1,23338,23337,3,,0,1,11531,11,11531,887,13,10101,0,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,11533,0,0,10032,3,1
1,3,3,,,,1,0,,0,0,1,11113,11112,1,3,0,3,3,3,11533,3,1,3104,3,0
2,3,3,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,33,3,11533,33,1,3106,5,0
3,3,3,5,1,,1,0,0,0,0,1,11126,11114,1,,0,1,533,5,11533,533,1,10102,1,
4,3,3,5,1,1,1,0,0,1,1,1,11128,11126,1,,0,1,1533,1,11533,1533,1,10102,1,
0,7,,,,,9,,,0,0,1,22223,,,,0,3,1,0,11533,0,0,10080,7,9
1,7,0,,,,9,1,,0,0,1,23335,22223,9,7,0,3,63,63,11533,7,9,7911,0,1
2,7,0,6,,,9,1,0,0,0,1,23336,23335,9,7,0,5,133,13,11533,7,19,7907,6,0
3,7,0,6,0,,9,1,0,0,0,1,23337,23336,9,,6,1,5533,55,11533,607,19,10101,0,
4,7,0,6,0,0,9,1,0,1,1,1,23338,23337,9,,0,1,11533,11,11533,607,19,10101,0,
0,9,,,,,7,,,0,0,1,33334,,,,0,3,1,0,11533,0,0,10098,9,7
1,9,1,,,,7,0,,0,0,1,33335,33334,7,9,0,3,63,63,11533,9,7,9702,1,0
2,9,1,0,,,7,0,6,0,0,1,34002,33335,7,9,0,5,133,13,11533,19,7,9761,0,6
3,9,1,0,0,,7,0,6,0,0,1,34003,34002,7,,6,1,5533,55,11533,19,607,10101,0,
4,9,1,0,0,0,7,0,6,1,1,1,34004,34003,7,,0,1,11533,11,11533,19,607,10101,0,
0,3,,,,,9,,,0,0,1,11112,,,,0,7,1,0,11537,0,0,10040,3,9
1,3,8,,,,9,3,,0,0,1,14446,11112,9,3,0,3,27,27,11537,3,9,3939,8,3
2,3,8,0,,,9,3,1,0,0,1,14558,14446,9,3,24,5,837,83,11537,83,39,3911,0,1
3,3,8,0,0,,9,3,1,0,0,1,14559,14558,9,,8,1,3537,35,11537,83,139,10101,0,
4,3,8,0,0,0,9,3,1,1,1,1,14560,14559,9,,0,1,11537,11,11537,83,139,10101,0,
0,7,,,,,1,,,0,0,1,22223,,,,0,7,1,0,11537,0,0,10072,7,1
1,7,3,,,,1,0,,0,0,1,22224,22223,1,7,0,3,7,7,11537,7,1,7104,3,0
2,7,3,5,,,1,0,0,0,0,1,22225,22224,1,7,0,5,37,3,11537,37,1,7106,5,0
3,7,3,5,1,,1,0,0,0,0,1,22237,22225,1,,0,1,537,5,11537,537,1,10102,1,
4,7,3,5,1,1,1,0,0,1,1,1,22239,22237,1,,0,1,1537,1,11537,1537,1,10102,1,
0,9,,,,,3,,,0,0,1,33334,,,,0,7,1,0,11537,0,0,10094,9,3
1,9,3,,,,3,8,,0,0,1,42223,33334,3,9,0,3,27,27,11537,9,3,9384,3,8
2,9,3,1,,,3,8,0,0,0,1,42224,42223,3,9,24,5,837,83,11537,39,83,9302,1,0
3,9,3,1,0,,3,8,0,0,0,1,42225,42224,3,,8,1,3537,35,11537,139,83,10101,0,
4,9,3,1,0,0,3,8,0,1,1,1,42226,42225,3,,0,1,11537,11,11537,139,83,10101,0,
0,9,,,,,1,,,0,0,1,33334,,,,0,9,1,0,11539,0,0,10092,9,1
1,9,3,,,,1,0,,0,0,1,33335,33334,1,9,0,3,9,9,11539,9,1,9104,3,0
2,9,3,5,,,1,0,0,0,0,1,33336,33335,1,9,0,5,39,3,11539,39,1,9106,5,0
3,9,3,5,1,,1,0,0,0,0,1,33348,33336,1,,0,1,539,5,11539,539,1,10102,1,
4,9,3,5,1,1,1,0,0,1,1,1,33350,33348,1,,0,1,1539,1,11539,1539,1,10102,1,
1,9,4,,,,1,1,,0,0,1,34446,33334,1,9,0,3,9,9,11539,9,1,9115,4,1
2,9,4,0,,,1,1,0,0,0,1,34447,34446,1,9,4,5,139,13,11539,49,11,9101,0,0
3,9,4,0,1,,1,1,0,0,0,1,34459,34447,1,,0,1,539,5,11539,49,11,10102,1,
4,9,4,0,1,0,1,1,0,1,1,1,34460,34459,1,,1,1,1539,1,11539,1049,11,10101,0,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,11541,0,0,10012,1,1
1,1,4,,,,1,0,,0,0,1,2,1,1,1,0,4,1,1,11541,1,1,1105,4,0
2,1,4,5,,,1,0,0,0,0,1,3,2,1,1,0,5,41,4,11541,41,1,1106,5,0
3,1,4,5,1,,1,0,0,0,0,1,15,3,1,,0,1,541,5,11541,541,1,10102,1,
4,1,4,5,1,1,1,0,0,1,1,1,17,15,1,,0,1,1541,1,11541,1541,1,10102,1,
0,7,,,,,3,,,0,0,1,22223,,,,0,1,1,0,11541,0,0,10074,7,3
1,7,4,,,,3,0,,0,0,1,22224,22223,3,7,0,4,21,21,11541,7,3,7305,4,0
2,7,4,8,,,3,0,0,0,0,1,22225,22224,3,7,0,5,141,14,11541,47,3,7309,8,0
3,7,4,8,3,,3,0,0,0,0,1,22259,22225,3,,0,1,2541,25,11541,847,3,10104,3,
4,7,4,8,3,0,3,0,0,1,1,1,22260,22259,3,,0,1,11541,11,11541,3847,3,10101,0,
0,5,,,,,1,,,0,0,1,22223,,,,0,5,1,0,11545,0,0,10052,5,1
1,5,4,,,,1,0,,0,0,1,22224,22223,1,5,0,4,5,5,11545,5,1,5105,4,0
2,5,4,5,,,1,0,0,0,0,1,22225,22224,1,5,0,5,45,4,11545,45,1,5106,5,0
3,5,4,5,1,,1,0,0,0,0,1,22237,22225,1,,0,1,545,5,11545,545,1,10102,1,
4,5,4,5,1,1,1,0,0,1,1,1,22239,22237,1,,0,1,1545,1,11545,1545,1,10102,1,
0,9,,,,,5,,,0,0,1,77779,,,,0,5,1,0,11545,0,0,10096,9,5
1,9,0,,,,5,0,,0,0,1,77780,77779,5,9,0,4,45,45,11545,9,5,9501,0,0
2,9,0,3,,,5,0,0,0,0,1,77892,77780,5,9,0,5,45,4,11545,9,5,9504,3,0
3,9,0,3,2,,5,0,0,0,0,1,77915,77892,5,,0,1,1545,15,11545,309,5,10103,2,
4,9,0,3,2,0,5,0,0,1,1,1,77916,77915,5,,0,1,11545,11,11545,2309,5,10101,0,
0,1,,,,,3,,,0,0,1,1,,,,0,3,1,0,11553,0,0,10014,1,3
1,1,5,,,,3,0,,0,0,1,2,1,3,1,0,5,3,3,11553,1,3,1306,5,0
2,1,5,8,,,3,0,0,0,0,1,3,2,3,1,0,5,153,15,11553,51,3,1309,8,0
3,1,5,8,3,,3,0,0,0,0,1,37,3,3,,0,1,2553,25,11553,851,3,10104,3,
4,1,5,8,3,0,3,0,0,1,1,1,38,37,3,,0,1,11553,11,11553,3851,3,10101,0,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,11553,0,0,10032,3,1
1,3,5,,,,1,0,,0,0,1,11113,11112,1,3,0,5,3,3,11553,3,1,3106,5,0
2,3,5,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,53,5,11553,53,1,3106,5,0
3,3,5,5,1,,1,0,0,0,0,1,11126,11114,1,,0,1,553,5,11553,553,1,10102,1,
4,3,5,5,1,1,1,0,0,1,1,1,11128,11126,1,,0,1,1553,1,11553,1553,1,10102,1,
0,1,,,,,5,,,0,0,1,1,,,,0,5,1,0,11555,0,0,10016,1,5
1,1,1,,,,5,0,,0,0,1,2,1,5,1,0,5,5,5,11555,1,5,1502,1,0
2,1,1,3,,,5,0,0,0,0,1,114,2,5,1,0,5,55,5,11555,11,5,1504,3,0
3,1,1,3,2,,5,0,0,0,0,1,137,114,5,,0,1,1555,15,11555,311,5,10103,2,
4,1,1,3,2,0,5,0,0,1,1,1,138,137,5,,0,1,11555,11,11555,2311,5,10101,0,
0,5,,,,,1,,,0,0,1,22223,,,,0,5,1,0,11555,0,0,10052,5,1
1,5,5,,,,1,0,,0,0,1,22224,22223,1,5,0,5,5,5,11555,5,1,5106,5,0
2,5,5,5,,,1,0,0,0,0,1,22225,22224,1,5,0,5,55,5,11555,55,1,5106,5,0
3,5,5,5,1,,1,0,0,0,0,1,22237,22225,1,,0,1,555,5,11555,555,1,10102,1,
4,5,5,5,1,1,1,0,0,1,1,1,22239,22237,1,,0,1,1555,1,11555,1555,1,10102,1,
0,3,,,,,3,,,0,0,1,11112,,,,0,9,1,0,11559,0,0,10034,3,3
1,3,5,,,,3,0,,0,0,1,11113,11112,3,3,0,5,9,9,11559,3,3,3306,5,0
2,3,5,8,,,3,0,0,0,0,1,11114,11113,3,3,0,5,159,15,11559,53,3,3309,8,0
3,3,5,8,3,,3,0,0,0,0,1,11148,11114,3,,0,1,2559,25,11559,853,3,10104,3,
4,3,5,8,3,0,3,0,0,1,1,1,11149,11148,3,,0,1,11559,11,11559,3853,3,10101,0,
0,9,,,,,1,,,0,0,1,33334,,,,0,9,1,0,11559,0,0,10092,9,1
1,9,5,,,,1,0,,0,0,1,33335,33334,1,9,0,5,9,9,11559,9,1,9106,5,0
2,9,5,5,,,1,0,0,0,0,1,33336,33335,1,9,0,5,59,5,11559,59,1,9106,5,0
3,9,5,5,1,,1,0,0,0,0,1,33348,33336,1,,0,1,559,5,11559,559,1,10102,1,
4,9,5,5,1,1,1,0,0,1,1,1,33350,33348,1,,0,1,1559,1,11559,1559,1,10102,1,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,11561,0,0,10012,1,1
1,1,6,,,,1,0,,0,0,1,2,1,1,1,0,6,1,1,11561,1,1,1107,6,0
2,1,6,5,,,1,0,0,0,0,1,3,2,1,1,0,5,61,6,11561,61,1,1106,5,0
3,1,6,5,1,,1,0,0,0,0,1,15,3,1,,0,1,561,5,11561,561,1,10102,1,
4,1,6,5,1,1,1,0,0,1,1,1,17,15,1,,0,1,1561,1,11561,1561,1,10102,1,
1,1,5,,,,1,1,,0,0,1,1113,1,1,1,0,6,1,1,11561,1,1,1116,5,1
2,1,5,0,,,1,1,0,0,0,1,1114,1113,1,1,5,5,61,6,11561,51,11,1101,0,0
3,1,5,0,1,,1,1,0,0,0,1,1126,1114,1,,0,1,561,5,11561,51,11,10102,1,
4,1,5,0,1,0,1,1,0,1,1,1,1127,1126,1,,1,1,1561,1,11561,1051,11,10101,0,
0,1,,,,,3,,,0,0,1,1,,,,0,3,1,0,11563,0,0,10014,1,3
1,1,3,,,,3,7,,0,0,1,7779,1,3,1,0,6,3,3,11563,1,3,1374,3,7
2,1,3,0,,,3,7,3,0,0,1,8113,7779,3,1,21,5,163,16,11563,31,73,1331,0,3
3,1,3,0,0,,3,7,3,0,0,1,8114,8113,3,,9,1,2563,25,11563,31,373,10101,0,
4,1,3,0,0,0,3,7,3,1,1,1,8115,8114,3,,0,1,11563,11,11563,31,373,10101,0,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,11563,0,0,10032,3,1
1,3,6,,,,1,0,,0,0,1,11113,11112,1,3,0,6,3,3,11563,3,1,3107,6,0
2,3,6,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,63,6,11563,63,1,3106,5,0
3,3,6,5,1,,1,0,0,0,0,1,11126,11114,1,,0,1,563,5,11563,563,1,10102,1,
4,3,6,5,1,1,1,0,0,1,1,1,11128,11126,1,,0,1,1563,1,11563,1563,1,10102,1,
1,3,7,,,,1,3,,0,0,1,14446,11112,1,3,0,6,3,3,11563,3,1,3138,7,3
2,3,7,3,,,1,3,0,0,0,1,14447,14446,1,3,21,5,163,16,11563,73,31,3104,3,0
3,3,7,3,0,,1,3,0,0,0,1,14448,14447,1,,9,1,2563,25,11563,373,31,10101,0,
4,3,7,3,0,0,1,3,0,1,1,1,14449,14448,1,,0,1,11563,11,11563,373,31,10101,0,
0,3,,,,,9,,,0,0,1,11112,,,,0,7,1,0,11567,0,0,10040,3,9
1,3,4,,,,9,6,,0,0,1,17779,11112,9,3,0,6,27,27,11567,3,9,3965,4,6
2,3,4,0,,,9,6,2,0,0,1,18002,17779,9,3,24,5,567,56,11567,43,69,3921,0,2
3,3,4,0,0,,9,6,2,0,0,1,18003,18002,9,,8,1,3567,35,11567,43,269,10101,0,
4,3,4,0,0,0,9,6,2,1,1,1,18004,18003,9,,0,1,11567,11,11567,43,269,10101,0,
0,7,,,,,1,,,0,0,1,22223,,,,0,7,1,0,11567,0,0,10072,7,1
1,7,6,,,,1,0,,0,0,1,22224,22223,1,7,0,6,7,7,11567,7,1,7107,6,0
2,7,6,5,,,1,0,0,0,0,1,22225,22224,1,7,0,5,67,6,11567,67,1,7106,5,0
3,7,6,5,1,,1,0,0,0,0,1,22237,22225,1,,0,1,567,5,11567,567,1,10102,1,
4,7,6,5,1,1,1,0,0,1,1,1,22239,22237,1,,0,1,1567,1,11567,1567,1,10102,1,
0,9,,,,,3,,,0,0,1,33334,,,,0,7,1,0,11567,0,0,10094,9,3
1,9,6,,,,3,4,,0,0,1,37779,33334,3,9,0,6,27,27,11567,9,3,9347,6,4
2,9,6,2,,,3,4,0,0,0,1,37780,37779,3,9,24,5,567,56,11567,69,43,9303,2,0
3,9,6,2,0,,3,4,0,0,0,1,37781,37780,3,,8,1,3567,35,11567,269,43,10101,0,
4,9,6,2,0,0,3,4,0,1,1,1,37782,37781,3,,0,1,11567,11,11567,269,43,10101,0,
0,3,,,,,3,,,0,0,1,11112,,,,0,9,1,0,11569,0,0,10034,3,3
1,3,2,,,,3,0,,0,0,1,11113,11112,3,3,0,6,9,9,11569,3,3,3303,2,0
2,3,2,0,,,3,0,5,0,0,1,11669,11113,3,3,0,5,69,6,11569,23,3,3351,0,5
3,3,2,0,0,,3,0,5,0,0,1,11670,11669,3,,10,1,1569,15,11569,23,503,10101,0,
4,3,2,0,0,0,3,0,5,1,1,1,11671,11670,3,,0,1,11569,11,11569,23,503,10101,0,
1,3,0,,,,3,2,,0,0,1,13335,11112,3,3,0,6,9,9,11569,3,3,3321,0,2
2,3,0,5,,,3,2,0,0,0,1,13336,13335,3,3,0,5,69,6,11569,3,23,3306,5,0
3,3,0,5,0,,3,2,0,0,0,1,13337,13336,3,,10,1,1569,15,11569,503,23,10101,0,
4,3,0,5,0,0,3,2,0,1,1,1,13338,13337,3,,0,1,11569,11,11569,503,23,10101,0,
0,9,,,,,1,,,0,0,1,33334,,,,0,9,1,0,11569,0,0,10092,9,1
1,9,6,,,,1,0,,0,0,1,33335,33334,1,9,0,6,9,9,11569,9,1,9107,6,0
2,9,6,5,,,1,0,0,0,0,1,33336,33335,1,9,0,5,69,6,11569,69,1,9106,5,0
3,9,6,5,1,,1,0,0,0,0,1,33348,33336,1,,0,1,569,5,11569,569,1,10102,1,
4,9,6,5,1,1,1,0,0,1,1,1,33350,33348,1,,0,1,1569,1,11569,1569,1,10102,1,
0,1,,,,,3,,,0,0,1,1,,,,0,3,1,0,11573,0,0,10014,1,3
1,1,7,,,,3,6,,0,0,1,6668,1,3,1,0,7,3,3,11573,1,3,1368,7,6
2,1,7,0,,,3,6,1,0,0,1,6780,6668,3,1,42,5,273,27,11573,71,63,1311,0,1
3,1,7,0,0,,3,6,1,0,0,1,6781,6780,3,,7,1,4573,45,11573,71,163,10101,0,
4,1,7,0,0,0,3,6,1,1,1,1,6782,6781,3,,0,1,11573,11,11573,71,163,10101,0,
0,3,,,,,1,,,0,0,1,11112,,,,0,3,1,0,11573,0,0,10032,3,1
1,3,7,,,,1,0,,0,0,1,11113,11112,1,3,0,7,3,3,11573,3,1,3108,7,0
2,3,7,5,,,1,0,0,0,0,1,11114,11113,1,3,0,5,73,7,11573,73,1,3106,5,0
3,3,7,5,1,,1,0,0,0,0,1,11126,11114,1,,0,1,573,5,11573,573,1,10102,1,
4,3,7,5,1,1,1,0,0,1,1,1,11128,11126,1,,0,1,1573,1,11573,1573,1,10102,1,
1,3,6,,,,1,7,,0,0,1,18890,11112,1,3,0,7,3,3,11573,3,1,3177,6,7
2,3,6,1,,,1,7,0,0,0,1,18891,18890,1,3,42,5,273,27,11573,63,71,3102,1,0
3,3,6,1,0,,1,7,0,0,0,1,18892,18891,1,,7,1,4573,45,11573,163,71,10101,0,
4,3,6,1,0,0,1,7,0,1,1,1,18893,18892,1,,0,1,11573,11,11573,163,71,10101,0,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,11581,0,0,10012,1,1
1,1,8,,,,1,0,,0,0,1,2,1,1,1,0,8,1,1,11581,1,1,1109,8,0
2,1,8,5,,,1,0,0,0,0,1,3,2,1,1,0,5,81,8,11581,81,1,1106,5,0
3,1,8,5,1,,1,0,0,0,0,1,15,3,1,,0,1,581,5,11581,581,1,10102,1,
4,1,8,5,1,1,1,0,0,1,1,1,17,15,1,,0,1,1581,1,11581,1581,1,10102,1,
0,3,,,,,7,,,0,0,1,11112,,,,0,1,1,0,11581,0,0,10038,3,7
1,3,1,,,,7,3,,0,0,1,14446,11112,7,3,0,8,21,21,11581,3,7,3732,1,3
2,3,1,3,,,7,3,0,0,0,1,14447,14446,7,3,3,5,181,18,11581,13,37,3704,3,0
3,3,1,3,0,,7,3,0,0,0,1,14448,14447,7,,9,1,2581,25,11581,313,37,10101,0,
4,3,1,3,0,0,7,3,0,1,1,1,14449,14448,7,,0,1,11581,11,11581,313,37,10101,0,
0,7,,,,,3,,,0,0,1,22223,,,,0,1,1,0,11581,0,0,10074,7,3
1,7,3,,,,3,1,,0,0,1,23335,22223,3,7,0,8,21,21,11581,7,3,7314,3,1
2,7,3,0,,,3,1,3,0,0,1,23669,23335,3,7,3,5,181,18,11581,37,13,7331,0,3
3,7,3,0,0,,3,1,3,0,0,1,23670,23669,3,,9,1,2581,25,11581,37,313,10101,0,
4,7,3,0,0,0,3,1,3,1,1,1,23671,23670,3,,0,1,11581,11,11581,37,313,10101,0,
0,3,,,,,3,,,0,0,1,11112,,,,0,9,1,0,11589,0,0,10034,3,3
1,3,6,,,,3,0,,0,0,1,11113,11112,3,3,0,8,9,9,11589,3,3,3307,6,0
2,3,6,8,,,3,0,0,0,0,1,11114,11113,3,3,0,5,189,18,11589,63,3,3309,8,0
3,3,6,8,3,,3,0,0,0,0,1,11148,11114,3,,0,1,2589,25,11589,863,3,10104,3,
4,3,6,8,3,0,3,0,0,1,1,1,11149,11148,3,,0,1,11589,11,11589,3863,3,10101,0,
0,9,,,,,1,,,0,0,1,33334,,,,0,9,1,0,11589,0,0,10092,9,1
1,9,8,,,,1,0,,0,0,1,33335,33334,1,9,0,8,9,9,11589,9,1,9109,8,0
2,9,8,5,,,1,0,0,0,0,1,33336,33335,1,9,0,5,89,8,11589,89,1,9106,5,0
3,9,8,5,1,,1,0,0,0,0,1,33348,33336,1,,0,1,589,5,11589,589,1,10102,1,
4,9,8,5,1,1,1,0,0,1,1,1,33350,33348,1,,0,1,1589,1,11589,1589,1,10102,1,
0,1,,,,,1,,,0,0,1,1,,,,0,1,1,0,11591,0,0,10012,1,1
1,1,9,,,,1,0,,0,0,1,2,1,1,1,0,9,1,1,11591,1,1,1110,9,0
2,1,9,5,,,1,0,0,0,0,1,3,2,1,1,0,5,91,9,11591,91,1,1106,5,0
3,1,9,5,1,,1,0,0,0,0,1,15,3,1,,0,1,591,5,11591,591,1,10102,1,
4,1,9,5,1,1,1,0,0,1,1,1,17,15,1,,0,1,1591,1,11591,1591,1,10102,1,
0,3,,,,,7,,,0,0,1,11112,,,,0,1,1,0,11591,0,0,10038,3,7
1,3,7,,,,7,6,,0,0,1,17779,11112,7,3,0,9,21,21,11591,3,7,3768,7,6
2,3,7,1,,,7,6,0,0,0,1,17780,17779,7,3,42,5,691,69,11591,73,67,3702,1,0
3,3,7,1,0,,7,6,0,0,0,1,17781,17780,7,,6,1,5591,55,11591,173,67,10101,0,
4,3,7,1,0,0,7,6,0,1,1,1,17782,17781,7,,0,1,11591,11,11591,173,67,10101,0,
0,7,,,,,3,,,0,0,1,22223,,,,0,1,1,0,11591,0,0,10074,7,3
1,7,6,,,,3,7,,0,0,1,30001,22223,3,7,0,9,21,21,11591,7,3,7377,6,7
2,7,6,0,,,3,7,1,0,0,1,30113,30001,3,7,42,5,691,69,11591,67,73,7311,0,1
3,7,6,0,0,,3,7,1,0,0,1,30114,30113,3,,6,1,5591,55,11591,67,173,10101,0,
